TIM_CONF_ID LOGIC_ID TIME_PAR1 TIME_PAR2
0000 1220400004 3 1
0000 1220400005 3 1
0000 1220400006 3 1
0000 1220400007 3 1
0000 1220400008 3 1
0000 1220400009 3 1
0000 1220400010 3 1
0000 1220400011 3 1
0000 1220400012 3 1
0000 1220400013 3 1
0000 1220400014 3 1
0000 1220400015 3 1
0000 1220400016 3 1
0000 1220400017 3 1
0000 1220400018 3 1
0000 1220400019 3 1
0000 1220400020 3 1
0000 1220400021 3 1
0000 1220400022 3 1
0000 1220400023 3 1
0000 1220400024 3 1
0000 1220400025 3 1
0000 1220400026 3 1
0000 1220400027 3 1
0000 1220400028 3 1
0000 1220400029 3 1
0000 1220400030 3 1
0000 1220400031 3 1
0000 1220400032 3 1
0000 1220400033 3 1
0000 1220400034 3 1
0000 1220400035 3 1
0000 1220400036 3 1
0000 1220400037 3 1
0000 1220400038 3 1
0000 1220400039 3 1
0000 1220400040 3 1
0000 1220400041 3 1
0000 1220400042 3 1
0000 1220400043 3 1
0000 1220400044 3 1
0000 1220400045 3 1
0000 1220400046 3 1
0000 1220400047 3 1
0000 1220400048 3 1
0000 1220400049 3 1
0000 1220400050 3 1
0000 1220400051 3 1
0000 1220400052 3 1
0000 1220400053 3 1
0000 1220400054 3 1
0000 1220400055 3 1
0000 1220400056 3 1
0000 1220400057 3 1
0000 1220400058 3 1
0000 1220400059 3 1
0000 1220400060 3 1
0000 1220400061 3 1
0000 1220400062 3 1
0000 1220400063 3 1
0000 1220400064 3 1
0000 1220400065 3 1
0000 1220400066 3 1
0000 1220400067 3 1
0000 1220400068 3 1
0000 1220410001 3 1
0000 1220410002 3 1
0000 1220410003 3 1
0000 1220410004 3 1
0000 1220410005 3 1
0000 1220410006 3 1
0000 1220410007 3 1
0000 1220410008 3 1
0000 1220410009 3 1
0000 1220410010 3 1
0000 1220410011 3 1
0000 1220410012 3 1
0000 1220410013 3 1
0000 1220410014 3 1
0000 1220410015 3 1
0000 1220410016 3 1
0000 1220410017 3 1
0000 1220410018 3 1
0000 1220410019 3 1
0000 1220410020 3 1
0000 1220410021 3 1
0000 1220410022 3 1
0000 1220410023 3 1
0000 1220410024 3 1
0000 1220410025 3 1
0000 1220410026 3 1
0000 1220410027 3 1
0000 1220410028 3 1
0000 1220410029 3 1
0000 1220410030 3 0
0000 1220410031 3 1
0000 1220410032 3 1
0000 1220410033 3 1
0000 1220410034 3 1
0000 1220410035 3 1
0000 1220410036 3 1
0000 1220410037 3 1
0000 1220410038 3 1
0000 1220410039 3 1
0000 1220410040 3 1
0000 1220410041 3 1
0000 1220410042 3 1
0000 1220410043 3 1
0000 1220410044 3 1
0000 1220410045 3 1
0000 1220410046 3 1
0000 1220410047 3 1
0000 1220410048 3 1
0000 1220410049 3 1
0000 1220410050 3 1
0000 1220410051 3 1
0000 1220410052 3 1
0000 1220410053 3 1
0000 1220410054 3 1
0000 1220410055 3 1
0000 1220410056 3 1
0000 1220410057 3 1
0000 1220410058 3 1
0000 1220410059 3 1
0000 1220410060 3 1
0000 1220410061 3 1
0000 1220410062 3 1
0000 1220410063 3 1
0000 1220410064 3 1
0000 1220410065 3 1
0000 1220410066 3 1
0000 1220410067 3 1
0000 1220410068 3 1
0000 1220420001 3 1
0000 1220420002 3 1
0000 1220420003 3 1
0000 1220420004 3 1
0000 1220420005 3 1
0000 1220420006 3 1
0000 1220420007 3 1
0000 1220420008 3 1
0000 1220420009 3 1
0000 1220420010 3 1
0000 1220420011 3 1
0000 1220420012 3 1
0000 1220420013 3 1
0000 1220420014 3 1
0000 1220420015 3 1
0000 1220420016 3 1
0000 1220420017 3 1
0000 1220420018 3 1
0000 1220420019 3 1
0000 1220420020 3 1
0000 1220420021 3 1
0000 1220420022 3 1
0000 1220420023 3 1
0000 1220420024 3 1
0000 1220420025 3 1
0000 1220420026 3 1
0000 1220420027 3 1
0000 1220420028 3 1
0000 1220420029 3 1
0000 1220420030 3 1
0000 1220420031 3 1
0000 1220420032 3 1
0000 1220420033 3 1
0000 1220420034 3 1
0000 1220420035 3 1
0000 1220420036 3 1
0000 1220420037 3 1
0000 1220420038 3 1
0000 1220420039 3 1
0000 1220420040 3 1
0000 1220420041 3 1
0000 1220420042 3 1
0000 1220420043 3 1
0000 1220420044 3 1
0000 1220420045 3 1
0000 1220420046 3 1
0000 1220420047 3 1
0000 1220420048 3 1
0000 1220420049 3 1
0000 1220420050 3 1
0000 1220420051 3 1
0000 1220420052 3 1
0000 1220420053 3 1
0000 1220420054 3 1
0000 1220420055 3 1
0000 1220420056 3 1
0000 1220420057 3 1
0000 1220420058 3 1
0000 1220420059 3 1
0000 1220420060 3 1
0000 1220420061 3 1
0000 1220420062 3 1
0000 1220420063 3 1
0000 1220420064 3 1
0000 1220420065 3 1
0000 1220420066 3 1
0000 1220420067 3 1
0000 1220420068 3 1
0000 1220430001 3 1
0000 1220430002 3 1
0000 1220430003 3 1
0000 1220430004 3 1
0000 1220430005 3 1
0000 1220430006 3 1
0000 1220430007 3 1
0000 1220430008 3 1
0000 1220430009 3 1
0000 1220430010 3 1
0000 1220430011 3 1
0000 1220430012 3 1
0000 1220430013 3 1
0000 1220430014 3 1
0000 1220430015 3 1
0000 1220430016 3 1
0000 1220430017 3 1
0000 1220430018 3 1
0000 1220430019 3 1
0000 1220430020 3 1
0000 1220430021 3 1
0000 1220430022 3 1
0000 1220430023 3 1
0000 1220430024 3 1
0000 1220430025 3 1
0000 1220430026 3 1
0000 1220430027 3 1
0000 1220430028 3 1
0000 1220430029 3 1
0000 1220430030 3 1
0000 1220430031 3 1
0000 1220430032 3 1
0000 1220430033 3 1
0000 1220430034 3 1
0000 1220430035 3 1
0000 1220430036 3 1
0000 1220430037 3 1
0000 1220430038 3 1
0000 1220430039 3 1
0000 1220430040 3 1
0000 1220430041 3 1
0000 1220430042 3 1
0000 1220430043 3 1
0000 1220430044 3 1
0000 1220430045 3 1
0000 1220430046 3 1
0000 1220430047 3 1
0000 1220430048 3 1
0000 1220430049 3 1
0000 1220430050 3 1
0000 1220430051 3 1
0000 1220430052 3 1
0000 1220430053 3 1
0000 1220430054 3 1
0000 1220430055 3 1
0000 1220430056 3 1
0000 1220430057 3 1
0000 1220430058 3 1
0000 1220430059 3 1
0000 1220430060 3 1
0000 1220430061 3 1
0000 1220430062 3 1
0000 1220430063 3 1
0000 1220430064 3 1
0000 1220430065 3 1
0000 1220430066 3 1
0000 1220430067 3 1
0000 1220430068 3 1
0000 1220440001 2 1
0000 1220440002 2 1
0000 1220440003 2 1
0000 1220440004 2 1
0000 1220440005 2 1
0000 1220440006 2 1
0000 1220440007 2 1
0000 1220440008 2 1
0000 1220440009 2 1
0000 1220440010 2 1
0000 1220440011 2 1
0000 1220440012 2 1
0000 1220440013 2 1
0000 1220440014 2 1
0000 1220440015 2 1
0000 1220440016 2 1
0000 1220440017 2 0
0000 1220440018 2 0
0000 1220440019 2 0
0000 1220440020 2 0
0000 1220440021 2 0
0000 1220440022 2 0
0000 1220440023 2 0
0000 1220440024 2 0
0000 1220440025 2 1
0000 1220440026 2 1
0000 1220440027 2 1
0000 1220440028 2 0
0000 1220440029 2 1
0000 1220440030 2 1
0000 1220440031 2 1
0000 1220440032 2 1
0000 1220440033 2 1
0000 1220440034 2 1
0000 1220440035 2 1
0000 1220440036 2 1
0000 1220440037 2 1
0000 1220440038 2 1
0000 1220440039 2 1
0000 1220440040 2 1
0000 1220440041 2 1
0000 1220440042 2 1
0000 1220440043 2 0
0000 1220440044 2 1
0000 1220440045 2 1
0000 1220440046 2 1
0000 1220440047 2 1
0000 1220440048 2 1
0000 1220440049 2 1
0000 1220440050 2 1
0000 1220440051 2 1
0000 1220440052 2 1
0000 1220440053 2 1
0000 1220440054 2 1
0000 1220440055 2 1
0000 1220440056 2 1
0000 1220440057 2 1
0000 1220440058 2 1
0000 1220440059 2 1
0000 1220440060 2 1
0000 1220440061 2 1
0000 1220440062 2 1
0000 1220440063 2 1
0000 1220440064 2 1
0000 1220440065 2 1
0000 1220440066 2 1
0000 1220440067 2 1
0000 1220440068 2 1
0000 1220450001 2 1
0000 1220450002 2 1
0000 1220450003 2 1
0000 1220450004 2 1
0000 1220450005 2 1
0000 1220450006 2 1
0000 1220450007 2 1
0000 1220450008 2 1
0000 1220450009 2 1
0000 1220450010 2 1
0000 1220450011 2 0
0000 1220450012 2 1
0000 1220450013 2 1
0000 1220450014 2 1
0000 1220450015 2 1
0000 1220450016 2 1
0000 1220450017 2 1
0000 1220450018 2 1
0000 1220450019 2 1
0000 1220450020 2 1
0000 1220450021 2 1
0000 1220450022 1 1
0000 1220450023 2 1
0000 1220450024 2 1
0000 1220450025 2 1
0000 1220450026 2 1
0000 1220450027 2 1
0000 1220450028 2 1
0000 1220450029 2 1
0000 1220450030 2 0
0000 1220450031 2 1
0000 1220450032 2 1
0000 1220450033 2 1
0000 1220450034 2 1
0000 1220450035 2 1
0000 1220450036 2 1
0000 1220450037 2 1
0000 1220450038 2 1
0000 1220450039 2 1
0000 1220450040 2 1
0000 1220450041 2 1
0000 1220450042 2 1
0000 1220450043 2 1
0000 1220450044 2 1
0000 1220450045 2 1
0000 1220450046 2 1
0000 1220450047 2 1
0000 1220450048 2 1
0000 1220450049 2 1
0000 1220450050 2 1
0000 1220450051 2 1
0000 1220450052 2 1
0000 1220450053 2 1
0000 1220450054 2 1
0000 1220450055 2 1
0000 1220450056 2 1
0000 1220450057 2 1
0000 1220450058 2 1
0000 1220450059 2 1
0000 1220450060 2 1
0000 1220450061 2 1
0000 1220450062 2 1
0000 1220450063 2 1
0000 1220450064 2 1
0000 1220450065 2 1
0000 1220450066 2 1
0000 1220450067 2 1
0000 1220450068 2 1
0000 1220460001 1 1
0000 1220460002 1 1
0000 1220460003 1 1
0000 1220460004 1 1
0000 1220460005 1 1
0000 1220460006 1 0
0000 1220460007 1 1
0000 1220460008 1 0
0000 1220460009 1 1
0000 1220460010 1 1
0000 1220460011 1 0
0000 1220460012 1 1
0000 1220460013 1 1
0000 1220460014 1 1
0000 1220460015 1 1
0000 1220460016 1 1
0000 1220460017 1 1
0000 1220460018 1 0
0000 1220460019 1 0
0000 1220460020 1 1
0000 1220460021 1 1
0000 1220460022 1 1
0000 1220460023 1 1
0000 1220460024 1 1
0000 1220460025 1 1
0000 1220460026 1 1
0000 1220460027 1 1
0000 1220460028 1 0
0000 1220460029 1 1
0000 1220460030 1 0
0000 1220460031 1 0
0000 1220460032 1 0
0000 1220460033 1 1
0000 1220460034 1 0
0000 1220460035 1 0
0000 1220460036 1 1
0000 1220460037 1 1
0000 1220460038 1 1
0000 1220460039 1 1
0000 1220460040 1 1
0000 1220460041 1 0
0000 1220460042 1 0
0000 1220460043 1 1
0000 1220460044 1 1
0000 1220460045 1 1
0000 1220460046 1 1
0000 1220460047 1 1
0000 1220460048 1 1
0000 1220460049 1 1
0000 1220460050 1 1
0000 1220460051 1 1
0000 1220460052 1 1
0000 1220460053 1 1
0000 1220460054 1 1
0000 1220460055 1 1
0000 1220460056 1 1
0000 1220460057 1 1
0000 1220460058 1 1
0000 1220460059 1 1
0000 1220460060 1 1
0000 1220460061 1 1
0000 1220460062 1 1
0000 1220460063 1 1
0000 1220460064 1 1
0000 1220460065 1 1
0000 1220460066 1 1
0000 1220460067 1 1
0000 1220460068 1 1
0000 1220470001 1 1
0000 1220470002 1 1
0000 1220470003 1 1
0000 1220470004 1 1
0000 1220470005 1 1
0000 1220470006 1 1
0000 1220470007 1 1
0000 1220470008 1 0
0000 1220470009 1 1
0000 1220470010 1 1
0000 1220470011 1 1
0000 1220470012 1 1
0000 1220470013 1 1
0000 1220470014 1 1
0000 1220470015 1 1
0000 1220470016 1 1
0000 1220470017 1 1
0000 1220470018 1 1
0000 1220470019 1 1
0000 1220470020 1 1
0000 1220470021 1 1
0000 1220470022 1 1
0000 1220470023 1 1
0000 1220470024 1 1
0000 1220470025 1 1
0000 1220470026 1 1
0000 1220470027 1 1
0000 1220470028 1 1
0000 1220470029 1 1
0000 1220470030 1 1
0000 1220470031 1 1
0000 1220470032 1 1
0000 1220470033 1 1
0000 1220470034 1 1
0000 1220470035 1 1
0000 1220470036 1 1
0000 1220470037 1 1
0000 1220470038 1 1
0000 1220470039 1 1
0000 1220470040 1 1
0000 1220470041 1 1
0000 1220470042 1 1
0000 1220470043 1 1
0000 1220470044 1 1
0000 1220470045 1 1
0000 1220470046 1 1
0000 1220470047 1 1
0000 1220470048 1 1
0000 1220470049 1 1
0000 1220470050 1 1
0000 1220470051 1 1
0000 1220470052 1 1
0000 1220470053 1 1
0000 1220470054 1 1
0000 1220470055 1 1
0000 1220470056 1 1
0000 1220470057 1 1
0000 1220470058 1 1
0000 1220470059 1 1
0000 1220470060 3 0
0000 1220470061 1 1
0000 1220470062 1 1
0000 1220470063 1 1
0000 1220470064 1 1
0000 1220470065 1 1
0000 1220470066 1 1
0000 1220470067 1 1
0000 1220470068 1 1
0000 1220480001 1 1
0000 1220480002 1 1
0000 1220480003 1 1
0000 1220480004 1 1
0000 1220480005 1 1
0000 1220480006 1 1
0000 1220480007 1 1
0000 1220480008 1 1
0000 1220480009 1 1
0000 1220480010 1 1
0000 1220480011 1 1
0000 1220480012 1 1
0000 1220480013 1 1
0000 1220480014 1 1
0000 1220480015 1 1
0000 1220480016 1 1
0000 1220480017 1 1
0000 1220480018 1 1
0000 1220480019 1 1
0000 1220480020 1 1
0000 1220480021 1 1
0000 1220480022 1 1
0000 1220480023 1 1
0000 1220480024 1 1
0000 1220480025 1 1
0000 1220480026 1 1
0000 1220480027 1 1
0000 1220480028 1 1
0000 1220480029 1 1
0000 1220480030 1 1
0000 1220480031 1 1
0000 1220480032 1 1
0000 1220480033 1 1
0000 1220480034 1 1
0000 1220480035 1 1
0000 1220480036 1 1
0000 1220480037 1 1
0000 1220480038 1 1
0000 1220480039 1 1
0000 1220480040 1 1
0000 1220480041 1 1
0000 1220480042 1 1
0000 1220480043 1 1
0000 1220480044 1 1
0000 1220480045 1 1
0000 1220480046 1 1
0000 1220480047 1 1
0000 1220480048 1 1
0000 1220480049 1 1
0000 1220480050 1 1
0000 1220480051 1 1
0000 1220480052 1 1
0000 1220480053 1 1
0000 1220480054 1 1
0000 1220480055 1 1
0000 1220480056 1 1
0000 1220480057 1 1
0000 1220480058 1 1
0000 1220480059 1 1
0000 1220480060 1 1
0000 1220480061 1 1
0000 1220480062 1 1
0000 1220480063 1 1
0000 1220480064 1 1
0000 1220480065 1 1
0000 1220480066 1 1
0000 1220480067 1 1
0000 1220480068 1 1
0000 1220490001 2 1
0000 1220490002 2 1
0000 1220490003 2 1
0000 1220490004 2 1
0000 1220490005 2 1
0000 1220490006 2 1
0000 1220490007 2 1
0000 1220490008 2 1
0000 1220490009 2 1
0000 1220490010 2 1
0000 1220490011 2 1
0000 1220490012 2 1
0000 1220490013 2 1
0000 1220490014 2 1
0000 1220490015 2 1
0000 1220490016 2 1
0000 1220490017 2 1
0000 1220490018 2 1
0000 1220490019 2 1
0000 1220490020 2 1
0000 1220490021 2 1
0000 1220490022 2 1
0000 1220490023 2 1
0000 1220490024 2 1
0000 1220490025 2 1
0000 1220490026 2 1
0000 1220490027 2 1
0000 1220490028 2 1
0000 1220490029 2 1
0000 1220490030 2 1
0000 1220490031 2 1
0000 1220490032 2 1
0000 1220490033 2 1
0000 1220490034 2 1
0000 1220490035 2 1
0000 1220490036 2 1
0000 1220490037 2 1
0000 1220490038 1 1
0000 1220490039 2 1
0000 1220490040 2 1
0000 1220490041 2 1
0000 1220490042 2 1
0000 1220490043 2 1
0000 1220490044 2 1
0000 1220490045 2 1
0000 1220490046 2 1
0000 1220490047 2 1
0000 1220490048 2 1
0000 1220490049 2 1
0000 1220490050 2 1
0000 1220490051 2 1
0000 1220490052 2 1
0000 1220490053 2 1
0000 1220490054 2 1
0000 1220490055 2 1
0000 1220490056 2 1
0000 1220490057 2 1
0000 1220490058 2 1
0000 1220490059 2 1
0000 1220490060 2 1
0000 1220490061 2 1
0000 1220490062 2 1
0000 1220490063 2 1
0000 1220490064 2 1
0000 1220490065 2 1
0000 1220490066 2 1
0000 1220490067 2 1
0000 1220490068 2 1
0000 1220500001 2 1
0000 1220500002 2 1
0000 1220500003 2 1
0000 1220500004 2 1
0000 1220500005 2 1
0000 1220500006 2 1
0000 1220500007 2 1
0000 1220500008 2 1
0000 1220500009 2 1
0000 1220500010 2 1
0000 1220500011 2 1
0000 1220500012 2 1
0000 1220500013 2 1
0000 1220500014 2 1
0000 1220500015 2 1
0000 1220500016 2 1
0000 1220500017 2 1
0000 1220500018 2 1
0000 1220500019 2 1
0000 1220500020 2 1
0000 1220500021 2 1
0000 1220500022 2 1
0000 1220500023 2 1
0000 1220500024 2 1
0000 1220500025 2 1
0000 1220500026 2 1
0000 1220500027 2 1
0000 1220500028 2 1
0000 1220500029 2 1
0000 1220500030 2 1
0000 1220500031 2 1
0000 1220500032 2 1
0000 1220500033 2 1
0000 1220500034 2 1
0000 1220500035 2 1
0000 1220500036 2 1
0000 1220500037 2 1
0000 1220500038 2 1
0000 1220500039 2 1
0000 1220500040 2 1
0000 1220500041 2 1
0000 1220500042 2 1
0000 1220500043 2 1
0000 1220500044 2 1
0000 1220500045 2 1
0000 1220500046 2 1
0000 1220500047 2 1
0000 1220500048 2 1
0000 1220500049 2 1
0000 1220500050 2 1
0000 1220500051 2 1
0000 1220500052 2 1
0000 1220500053 2 1
0000 1220500054 2 1
0000 1220500055 2 1
0000 1220500056 2 1
0000 1220500057 2 1
0000 1220500058 2 1
0000 1220500059 2 1
0000 1220500060 2 1
0000 1220500061 2 1
0000 1220500062 2 1
0000 1220500063 2 1
0000 1220500064 2 1
0000 1220500065 2 1
0000 1220500066 2 1
0000 1220500067 2 1
0000 1220500068 2 1
0000 1220510001 2 1
0000 1220510002 2 1
0000 1220510003 2 1
0000 1220510004 2 1
0000 1220510005 2 1
0000 1220510006 2 1
0000 1220510007 2 1
0000 1220510008 2 1
0000 1220510009 2 1
0000 1220510010 2 1
0000 1220510011 2 1
0000 1220510012 2 1
0000 1220510013 2 1
0000 1220510014 2 1
0000 1220510015 2 1
0000 1220510016 2 1
0000 1220510017 2 1
0000 1220510018 2 1
0000 1220510019 2 1
0000 1220510020 2 1
0000 1220510021 2 1
0000 1220510022 2 1
0000 1220510023 2 1
0000 1220510024 2 1
0000 1220510025 2 1
0000 1220510026 2 1
0000 1220510027 2 1
0000 1220510028 2 1
0000 1220510029 2 1
0000 1220510030 2 1
0000 1220510031 2 1
0000 1220510032 2 1
0000 1220510033 2 1
0000 1220510034 2 1
0000 1220510035 2 1
0000 1220510036 2 1
0000 1220510037 2 1
0000 1220510038 2 1
0000 1220510039 2 1
0000 1220510040 2 1
0000 1220510041 2 1
0000 1220510042 2 1
0000 1220510043 2 1
0000 1220510044 2 1
0000 1220510045 2 1
0000 1220510046 2 1
0000 1220510047 2 1
0000 1220510048 2 1
0000 1220510049 2 1
0000 1220510050 2 1
0000 1220510051 2 1
0000 1220510052 2 1
0000 1220510053 2 1
0000 1220510054 2 1
0000 1220510055 2 1
0000 1220510056 2 1
0000 1220510057 2 1
0000 1220510058 2 1
0000 1220510059 2 1
0000 1220510060 2 1
0000 1220510061 2 1
0000 1220510062 2 1
0000 1220510063 2 1
0000 1220510064 2 1
0000 1220510065 2 1
0000 1220510066 2 1
0000 1220510067 2 1
0000 1220510068 2 1
0000 1220520001 2 1
0000 1220520002 2 1
0000 1220520003 2 1
0000 1220520004 2 0
0000 1220520005 2 0
0000 1220520006 2 0
0000 1220520007 2 1
0000 1220520008 2 0
0000 1220520009 2 1
0000 1220520010 2 0
0000 1220520011 2 0
0000 1220520012 2 0
0000 1220520013 2 1
0000 1220520014 2 1
0000 1220520015 1 0
0000 1220520016 2 1
0000 1220520017 2 1
0000 1220520018 2 1
0000 1220520019 2 0
0000 1220520020 2 1
0000 1220520021 2 0
0000 1220520022 2 1
0000 1220520023 2 1
0000 1220520024 2 1
0000 1220520025 2 1
0000 1220520026 2 1
0000 1220520027 2 1
0000 1220520028 2 0
0000 1220520029 2 0
0000 1220520030 2 0
0000 1220520031 2 0
0000 1220520032 2 0
0000 1220520033 2 0
0000 1220520034 2 0
0000 1220520035 2 0
0000 1220520036 2 0
0000 1220520037 2 1
0000 1220520038 2 1
0000 1220520039 2 1
0000 1220520040 2 1
0000 1220520041 2 0
0000 1220520042 2 0
0000 1220520043 2 0
0000 1220520044 2 0
0000 1220520045 2 0
0000 1220520046 2 0
0000 1220520047 2 1
0000 1220520048 2 1
0000 1220520049 2 1
0000 1220520050 2 1
0000 1220520051 2 1
0000 1220520052 2 0
0000 1220520053 2 0
0000 1220520054 2 0
0000 1220520055 2 1
0000 1220520056 2 1
0000 1220520057 2 1
0000 1220520058 2 1
0000 1220520059 2 1
0000 1220520060 2 1
0000 1220520061 2 1
0000 1220520062 2 1
0000 1220520063 2 1
0000 1220520064 2 1
0000 1220520065 2 1
0000 1220520066 2 1
0000 1220520067 2 1
0000 1220520068 2 1
0000 1220530001 2 1
0000 1220530002 2 1
0000 1220530003 2 1
0000 1220530004 2 1
0000 1220530005 2 1
0000 1220530006 2 1
0000 1220530007 2 1
0000 1220530008 2 1
0000 1220530009 2 1
0000 1220530010 2 1
0000 1220530011 2 1
0000 1220530012 2 1
0000 1220530013 2 1
0000 1220530014 2 1
0000 1220530015 2 1
0000 1220530016 2 1
0000 1220530017 2 1
0000 1220530018 2 1
0000 1220530019 2 1
0000 1220530020 2 1
0000 1220530021 2 1
0000 1220530022 2 1
0000 1220530023 2 1
0000 1220530024 2 1
0000 1220530025 2 1
0000 1220530026 2 1
0000 1220530027 2 1
0000 1220530028 2 1
0000 1220530029 2 1
0000 1220530030 2 0
0000 1220530031 2 1
0000 1220530032 2 1
0000 1220530033 2 1
0000 1220530034 2 1
0000 1220530035 2 1
0000 1220530036 2 1
0000 1220530037 2 1
0000 1220530038 2 1
0000 1220530039 2 1
0000 1220530040 2 1
0000 1220530041 2 1
0000 1220530042 2 1
0000 1220530043 2 1
0000 1220530044 2 1
0000 1220530045 2 1
0000 1220530046 2 1
0000 1220530047 2 1
0000 1220530048 2 1
0000 1220530049 2 1
0000 1220530050 2 1
0000 1220530051 2 1
0000 1220530052 2 1
0000 1220530053 2 1
0000 1220530054 2 1
0000 1220530055 2 0
0000 1220530056 2 1
0000 1220530057 2 1
0000 1220530058 2 1
0000 1220530059 2 1
0000 1220530060 2 1
0000 1220530061 2 1
0000 1220530062 2 1
0000 1220530063 2 1
0000 1220530064 2 1
0000 1220530065 2 1
0000 1220530066 2 1
0000 1220530067 2 1
0000 1220530068 2 1
0000 1220540001 2 1
0000 1220540002 2 1
0000 1220540003 2 1
0000 1220540004 2 1
